Location,Phase,Cheese,Charm,Mouse,,,,,,,,,
Jungle of Dread,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Sylvan,10.72%,,,,,,,,
Jungle of Dread,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Pygmy Wrangler,3.05%,,,,,,,,
Jungle of Dread,-,SB+,-,Swarm of Pygmy Mice,90.43%,,,,,,,,
Jungle of Dread,-,SB+,-,Pygmy Wrangler,9.23%,,,,,,,,
Jungle of Dread,-,SB+,-,Sylvan,0.35%,,,,,,,,
Jungle of Dread,-,Pungent Havarti,-,Chitinous,100.00%,,,,,,,,
Jungle of Dread,-,Crunchy Havarti,-,Fetid Swamp,100.00%,,,,,,,,
Jungle of Dread,-,Creamy Havarti,-,Jurassic,100.00%,,,,,,,,
Jungle of Dread,-,Spicy Havarti,-,Magma Carrier,100.00%,,,,,,,,
Jungle of Dread,-,Sweet Havarti,-,Primal,100.00%,,,,,,,,
Jungle of Dread,-,Magical Havarti,-,Stonework Warrior,100.00%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Dwarf,14.63%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Pugilist,12.90%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Scruffy,12.03%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Spotted,8.93%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,White,10.01%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Gold,8.50%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Longtail,8.07%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Diamond,6.84%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Grey,7.13%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Brown,6.41%,,,,,,,,
King's Arms,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Burglar,4.54%,,,,,,,,
King's Arms,-,White Cheddar,-,Dwarf,15.98%,,,,,,,,
King's Arms,-,White Cheddar,-,Pugilist,20.71%,,,,,,,,
King's Arms,-,White Cheddar,-,Scruffy,16.57%,,,,,,,,
King's Arms,-,White Cheddar,-,Spotted,10.06%,,,,,,,,
King's Arms,-,White Cheddar,-,Gold,10.06%,,,,,,,,
King's Arms,-,White Cheddar,-,Longtail,12.43%,,,,,,,,
King's Arms,-,White Cheddar,-,Diamond,14.20%,,,,,,,,
King's Arms,-,SB+,-,Pugilist,8.13%,,,,,,,,
King's Arms,-,SB+,-,Dwarf,8.12%,,,,,,,,
King's Arms,-,SB+,-,Flying,8.06%,,,,,,,,
King's Arms,-,SB+,-,Scruffy,7.95%,,,,,,,,
King's Arms,-,SB+,-,Speedy,7.94%,,,,,,,,
King's Arms,-,SB+,-,White,5.17%,,,,,,,,
King's Arms,-,SB+,-,Burglar,5.05%,,,,,,,,
King's Arms,-,SB+,-,Grey,5.04%,,,,,,,,
King's Arms,-,SB+,-,Gold,5.01%,,,,,,,,
King's Arms,-,SB+,-,Spotted,5.01%,,,,,,,,
King's Arms,-,SB+,-,Diamond,4.98%,,,,,,,,
King's Arms,-,SB+,-,Longtail,4.98%,,,,,,,,
King's Arms,-,SB+,-,Magic,4.95%,,,,,,,,
King's Arms,-,SB+,-,Tiny,4.94%,,,,,,,,
King's Arms,-,SB+,-,Silvertail,4.88%,,,,,,,,
King's Arms,-,SB+,-,Brown,4.87%,,,,,,,,
King's Arms,-,SB+,-,Nibbler,3.99%,,,,,,,,
King's Arms,-,SB+,-,Black Widow,0.93%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Wound Up White,23.82%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Toy Sylvan,23.18%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Hapless Marionette,23.10%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Clockwork Samurai,14.07%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Sock Puppet Ghost,13.66%,,,,,,,,
King's Gauntlet,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Puppet Master,2.17%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Lockpick,20.54%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Bandit,20.16%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Impersonator,19.79%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Stealth,18.85%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Escape Artist,15.61%,,,,,,,,
King's Gauntlet,-,Tier 2,-,Rogue,5.04%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Phalanx,20.34%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Page,20.12%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Berserker,19.87%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Knight,19.81%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Cavalier,9.96%,,,,,,,,
King's Gauntlet,-,Tier 3,-,Fencer,9.91%,,,,,,,,
King's Gauntlet,-,Tier 4,-,Cowbell,23.02%,,,,,,,,
King's Gauntlet,-,Tier 4,-,Guqin Player,22.83%,,,,,,,,
King's Gauntlet,-,Tier 4,-,Fiddler,22.15%,,,,,,,,
King's Gauntlet,-,Tier 4,-,Drummer,22.15%,,,,,,,,
King's Gauntlet,-,Tier 4,-,Dancer,9.85%,,,,,,,,
King's Gauntlet,-,Tier 5,-,Aquos,23.18%,,,,,,,,
King's Gauntlet,-,Tier 5,-,Terra,22.86%,,,,,,,,
King's Gauntlet,-,Tier 5,-,Zephyr,22.06%,,,,,,,,
King's Gauntlet,-,Tier 5,-,Ignis,21.92%,,,,,,,,
King's Gauntlet,-,Tier 5,-,Black Mage,9.98%,,,,,,,,
King's Gauntlet,-,Tier 6,-,Sacred Shrine,39.91%,,,,,,,,
King's Gauntlet,-,Tier 6,-,White Mage,39.14%,,,,,,,,
King's Gauntlet,-,Tier 6,-,Paladin,20.95%,,,,,,,,
King's Gauntlet,-,Tier 7,-,Fiend,81.27%,,,,,,,,
King's Gauntlet,-,Tier 7,-,Necromancer,18.73%,,,,,,,,
King's Gauntlet,-,Tier 8,-,Eclipse,100.00%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Steel,23.54%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Granite,23.27%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bionic,21.78%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated Grey,7.58%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated White,7.30%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dwarf,4.89%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Zombie,4.57%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated Brown,3.76%,,,,,,,,
Laboratory,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Burglar,3.32%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Granite,21.69%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Steel,21.61%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Bionic,19.16%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Monster,9.71%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Zombie,8.14%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Mutated White,7.20%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Mutated Grey,7.20%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Mutated Brown,3.30%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Dwarf,1.82%,,,,,,,,
Laboratory,-,Radioactive Blue,-,Black Widow,0.18%,,,,,,,,
Laboratory,-,SB+,-,Granite,22.88%,,,,,,,,
Laboratory,-,SB+,-,Steel,22.24%,,,,,,,,
Laboratory,-,SB+,-,Bionic,20.22%,,,,,,,,
Laboratory,-,SB+,-,Mutated Grey,7.84%,,,,,,,,
Laboratory,-,SB+,-,Mutated White,7.58%,,,,,,,,
Laboratory,-,SB+,-,Burglar,5.23%,,,,,,,,
Laboratory,-,SB+,-,Dwarf,4.54%,,,,,,,,
Laboratory,-,SB+,-,Zombie,4.20%,,,,,,,,
Laboratory,-,SB+,-,Mutated Brown,3.30%,,,,,,,,
Laboratory,-,SB+,-,Monster,1.33%,,,,,,,,
Laboratory,-,SB+,-,Black Widow,0.64%,,,,,,,,
Lagoon,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Treant,48.06%,,,,,,,,
Lagoon,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Wicked Witch of Whisker Woods,21.06%,,,,,,,,
Lagoon,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Shaman,16.20%,,,,,,,,
Lagoon,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Elven Princess,14.68%,,,,,,,,
Lagoon,-,Gnarled,-,Water Nymph,31.91%,,,,,,,,
Lagoon,-,Gnarled,-,Centaur,13.61%,,,,,,,,
Lagoon,-,Gnarled,-,Hydra,11.32%,,,,,,,,
Lagoon,-,Gnarled,-,Goblin,9.65%,,,,,,,,
Lagoon,-,Gnarled,-,Eagle Owl,6.75%,,,,,,,,
Lagoon,-,Gnarled,-,Nomad,5.56%,,,,,,,,
Lagoon,-,Gnarled,-,Fairy,5.50%,,,,,,,,
Lagoon,-,Gnarled,-,Troll,5.38%,,,,,,,,
Lagoon,-,Gnarled,-,Tiger,4.07%,,,,,,,,
Lagoon,-,Gnarled,-,Cyclops,4.04%,,,,,,,,
Lagoon,-,Gnarled,-,Harpy,1.49%,,,,,,,,
Lagoon,-,Gnarled,-,Black Widow,0.73%,,,,,,,,
Lagoon,-,SB+,-,Treant,48.75%,,,,,,,,
Lagoon,-,SB+,-,Wicked Witch of Whisker Woods,18.19%,,,,,,,,
Lagoon,-,SB+,-,Elven Princess,16.68%,,,,,,,,
Lagoon,-,SB+,-,Shaman,16.39%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Water Nymph,26.77%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Centaur,11.75%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Hydra,11.69%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Goblin,8.08%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Silth,7.49%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Harpy,5.82%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Eagle Owl,5.78%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Fairy,4.66%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Troll,4.63%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Nomad,4.62%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Cyclops,4.58%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Tiger,3.53%,,,,,,,,
Lagoon,-,Wicked Gnarly,-,Black Widow,0.61%,,,,,,,,
Living Garden,Not Poured,Duskshade Camembert,-,Carmine the Apothecary,49.35%,,,,,,,,
Living Garden,Not Poured,Duskshade Camembert,-,Shroom,33.21%,,,,,,,,
Living Garden,Not Poured,Duskshade Camembert,-,Camoflower,17.44%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bark,21.42%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Calalilly,17.61%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Camoflower,8.28%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Shroom,17.33%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Strawberry Hotcakes,11.08%,,,,,,,,
Living Garden,Not Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Thistle,24.28%,,,,,,,,
Living Garden,Poured,Duskshade Camembert,-,Carmine the Apothecary,49.35%,,,,,,,,
Living Garden,Poured,Duskshade Camembert,-,Shroom,33.21%,,,,,,,,
Living Garden,Poured,Duskshade Camembert,-,Camoflower,17.44%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Thistle,21.73%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bark,19.32%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Calalilly,16.03%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Camoflower,7.31%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Shroom,15.10%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Strawberry Hotcakes,10.89%,,,,,,,,
Living Garden,Poured,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Thirsty,9.62%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Cursed,10.57%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Essence Collector,19.84%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Ethereal Enchanter,16.45%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Ethereal Engineer,16.05%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Ethereal Librarian,20.76%,,,,,,,,
Lost City,Curse Lifted,Dewthief Camembert,-,Ethereal Thief,16.32%,,,,,,,,
Lost City,Cursed,Dewthief Camembert,-,Cursed,14.55%,,,,,,,,
Lost City,Cursed,Dewthief Camembert,-,Ethereal Enchanter,24.63%,,,,,,,,
Lost City,Cursed,Dewthief Camembert,-,Ethereal Engineer,20.22%,,,,,,,,
Lost City,Cursed,Dewthief Camembert,-,Ethereal Librarian,20.40%,,,,,,,,
Lost City,Cursed,Dewthief Camembert,-,Ethereal Thief,20.20%,,,,,,,,
Meadow,-,Gouda/Brie,-,Cowardly,15.05%,,,,,,,,
Meadow,-,Gouda/Brie,-,Spotted,10.27%,,,,,,,,
Meadow,-,Gouda/Brie,-,Field,9.96%,,,,,,,,
Meadow,-,Gouda/Brie,-,Lightning Rod,8.24%,,,,,,,,
Meadow,-,Gouda/Brie,-,Dwarf,7.12%,,,,,,,,
Meadow,-,Gouda/Brie,-,Bionic,6.16%,,,,,,,,
Meadow,-,Gouda/Brie,-,Granite,5.93%,,,,,,,,
Meadow,-,Gouda/Brie,-,Steel,5.82%,,,,,,,,
Meadow,-,Gouda/Brie,-,Brown,5.25%,,,,,,,,
Meadow,-,Gouda/Brie,-,Grey,4.91%,,,,,,,,
Meadow,-,Gouda/Brie,-,White,4.78%,,,,,,,,
Meadow,-,Gouda/Brie,-,Mole,3.83%,,,,,,,,
Meadow,-,Gouda/Brie,-,Diamond,3.83%,,,,,,,,
Meadow,-,Gouda/Brie,-,Gold,3.72%,,,,,,,,
Meadow,-,Gouda/Brie,-,Tiny,3.02%,,,,,,,,
Meadow,-,Gouda/Brie,-,Flying,2.11%,,,,,,,,
Meadow,-,Swiss,-,Cowardly,13.09%,,,,,,,,
Meadow,-,Swiss,-,Lightning Rod,12.86%,,,,,,,,
Meadow,-,Swiss,-,Spotted,9.76%,,,,,,,,
Meadow,-,Swiss,-,Field,9.62%,,,,,,,,
Meadow,-,Swiss,-,Brown,9.44%,,,,,,,,
Meadow,-,Swiss,-,White,8.33%,,,,,,,,
Meadow,-,Swiss,-,Grey,7.91%,,,,,,,,
Meadow,-,Swiss,-,Dwarf,6.01%,,,,,,,,
Meadow,-,Swiss,-,Bionic,4.53%,,,,,,,,
Meadow,-,Swiss,-,Diamond,4.21%,,,,,,,,
Meadow,-,Swiss,-,Gold,3.98%,,,,,,,,
Meadow,-,Swiss,-,Steel,3.98%,,,,,,,,
Meadow,-,Swiss,-,Granite,3.47%,,,,,,,,
Meadow,-,Swiss,-,Mole,2.82%,,,,,,,,
Meadow,-,Marble,-,Spotted,14.29%,,,,,,,,
Meadow,-,Marble,-,Cowardly,14.29%,,,,,,,,
Meadow,-,Marble,-,White,13.62%,,,,,,,,
Meadow,-,Marble,-,Field,13.53%,,,,,,,,
Meadow,-,Marble,-,Grey,11.36%,,,,,,,,
Meadow,-,Marble,-,Brown,9.52%,,,,,,,,
Meadow,-,Marble,-,Lightning Rod,8.69%,,,,,,,,
Meadow,-,Marble,-,Dwarf,4.01%,,,,,,,,
Meadow,-,Marble,-,Steel,2.76%,,,,,,,,
Meadow,-,Marble,-,Granite,2.26%,,,,,,,,
Meadow,-,Marble,-,Bionic,1.92%,,,,,,,,
Meadow,-,Marble,-,Gold,1.59%,,,,,,,,
Meadow,-,Marble,-,Diamond,1.42%,,,,,,,,
Meadow,-,Marble,-,Mole,0.75%,,,,,,,,
Meadow,-,Cheddar,-,Brown,16.05%,,,,,,,,
Meadow,-,Cheddar,-,White,15.75%,,,,,,,,
Meadow,-,Cheddar,-,Cowardly,13.50%,,,,,,,,
Meadow,-,Cheddar,-,Spotted,12.83%,,,,,,,,
Meadow,-,Cheddar,-,Grey,12.15%,,,,,,,,
Meadow,-,Cheddar,-,Field,12.15%,,,,,,,,
Meadow,-,Cheddar,-,Lightning Rod,8.78%,,,,,,,,
Meadow,-,Cheddar,-,Steel,1.95%,,,,,,,,
Meadow,-,Cheddar,-,Granite,1.73%,,,,,,,,
Meadow,-,Cheddar,-,Dwarf,1.58%,,,,,,,,
Meadow,-,Cheddar,-,Bionic,1.58%,,,,,,,,
Meadow,-,Cheddar,-,Gold,1.05%,,,,,,,,
Meadow,-,Cheddar,-,Diamond,0.90%,,,,,,,,
Meadow,-,White Cheddar,-,Spotted,23.66%,,,,,,,,
Meadow,-,White Cheddar,-,Field,22.99%,,,,,,,,
Meadow,-,White Cheddar,-,Cowardly,24.00%,,,,,,,,
Meadow,-,White Cheddar,-,Lightning Rod,0.33%,,,,,,,,
Meadow,-,White Cheddar,-,Bionic,7.36%,,,,,,,,
Meadow,-,White Cheddar,-,Steel,4.52%,,,,,,,,
Meadow,-,White Cheddar,-,Dwarf,3.34%,,,,,,,,
Meadow,-,White Cheddar,-,Granite,4.52%,,,,,,,,
Meadow,-,White Cheddar,-,Gold,3.85%,,,,,,,,
Meadow,-,White Cheddar,-,Diamond,2.09%,,,,,,,,
Meadow,-,SB+,-,Tiny,13.29%,,,,,,,,
Meadow,-,SB+,-,Flying,10.30%,,,,,,,,
Meadow,-,SB+,-,Lightning Rod,9.81%,,,,,,,,
Meadow,-,SB+,-,Cowardly,9.48%,,,,,,,,
Meadow,-,SB+,-,Spotted,8.06%,,,,,,,,
Meadow,-,SB+,-,Field,7.86%,,,,,,,,
Meadow,-,SB+,-,Granite,5.52%,,,,,,,,
Meadow,-,SB+,-,Bionic,5.42%,,,,,,,,
Meadow,-,SB+,-,Steel,5.01%,,,,,,,,
Meadow,-,SB+,-,Mole,4.66%,,,,,,,,
Meadow,-,SB+,-,Grey,4.35%,,,,,,,,
Meadow,-,SB+,-,White,3.77%,,,,,,,,
Meadow,-,SB+,-,Brown,3.63%,,,,,,,,
Meadow,-,SB+,-,Gold,3.06%,,,,,,,,
Meadow,-,SB+,-,Diamond,2.93%,,,,,,,,
Meadow,-,SB+,-,Dwarf,2.87%,,,,,,,,
Meditation Room,-,Glutter,-,Master of the Cheese Belt,100.00%,,,,,,,,
Meditation Room,-,Susheese,-,Master of the Cheese Claw,100.00%,,,,,,,,
Meditation Room,-,Combat,-,Master of the Cheese Fang,100.00%,,,,,,,,
Meditation Room,-,SB+/Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Hapless,100.00%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Gold,11.16%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Diamond,10.78%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Granite,11.75%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Steel,11.75%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Dwarf,10.75%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Frozen,10.53%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Bionic,10.31%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Ninja,8.56%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,White,3.27%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Brown,3.70%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Grey,3.06%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Zombie,2.08%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,-,Abominable Snow,2.30%,,,,,,,,
Mountain,-,White Cheddar,-,Gold,14.04%,,,,,,,,
Mountain,-,White Cheddar,-,Diamond,16.67%,,,,,,,,
Mountain,-,White Cheddar,-,Granite,14.47%,,,,,,,,
Mountain,-,White Cheddar,-,Steel,7.02%,,,,,,,,
Mountain,-,White Cheddar,-,Dwarf,8.77%,,,,,,,,
Mountain,-,White Cheddar,-,Frozen,11.84%,,,,,,,,
Mountain,-,White Cheddar,-,Bionic,10.09%,,,,,,,,
Mountain,-,White Cheddar,-,Ninja,12.72%,,,,,,,,
Mountain,-,White Cheddar,-,Zombie,2.19%,,,,,,,,
Mountain,-,White Cheddar,-,Abominable Snow,2.19%,,,,,,,,
Mountain,-,SB+,-,Silvertail,8.91%,,,,,,,,
Mountain,-,SB+,-,Bionic,11.48%,,,,,,,,
Mountain,-,SB+,-,Granite,11.96%,,,,,,,,
Mountain,-,SB+,-,Steel,12.23%,,,,,,,,
Mountain,-,SB+,-,Ninja,9.17%,,,,,,,,
Mountain,-,SB+,-,Gold,4.40%,,,,,,,,
Mountain,-,SB+,-,Fog,6.89%,,,,,,,,
Mountain,-,SB+,-,Diamond,4.38%,,,,,,,,
Mountain,-,SB+,-,Frozen,6.07%,,,,,,,,
Mountain,-,SB+,-,Frosty Snow,5.37%,,,,,,,,
Mountain,-,SB+,-,Abominable Snow,4.63%,,,,,,,,
Mountain,-,SB+,-,Dwarf,4.73%,,,,,,,,
Mountain,-,SB+,-,Pebble,4.09%,,,,,,,,
Mountain,-,SB+,-,White,1.17%,,,,,,,,
Mountain,-,SB+,-,Zombie,1.14%,,,,,,,,
Mountain,-,SB+,-,Black Widow,1.14%,,,,,,,,
Mountain,-,SB+,-,Brown,1.08%,,,,,,,,
Mountain,-,SB+,-,Grey,1.16%,,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Gold,28.29%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Diamond,28.75%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Granite,6.64%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Steel,6.44%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Dwarf,6.03%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Frozen,5.53%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Bionic,6.32%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Ninja,3.74%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,White,1.98%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Brown,2.20%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Grey,1.57%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Zombie,1.50%,Prospector,,,,,,,
Mountain,-,Gouda/Brie/Swiss/Marble/Mozzarella/Cheddar,Prospector's,Abominable Snow,1.01%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Gold,31.98%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Diamond,29.65%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Granite,8.72%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Steel,3.49%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Dwarf,2.33%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Frozen,8.72%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Bionic,6.98%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Ninja,6.40%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Zombie,0.58%,Prospector,,,,,,,
Mountain,-,White Cheddar,Prospector's,Abominable Snow,1.16%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Silvertail,35.90%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Gold,19.09%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Diamond,17.66%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Steel,4.26%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Bionic,3.88%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Granite,3.75%,Prospector,,,,,,,
Mountain,-,SB+,Prospector's,Ninja,2.53%,Prospector,,,,,,,
